ExternalService,kyoto0.langrid,StanfordPosTagger,2013-10-10 12:27:59.758,2013-10-12 18:11:01.24,t,,,t,ATOMIC,Standford NLP,,,t,,144275,1680,0,GNU General Public License (http://www.gnu.org/licenses/gpl-2.0.html),f,langrid,standfordpostagger,,,POS Tagger for English,Stanford POS Tagger,nict.nlp,MorphologicalAnalysis,,,0,f,t,,,144276,,,,,,f
ExternalService,kyoto1.langrid,BackTranslationJava,2009-06-05 18:26:28.485,2010-12-03 17:32:47.642,t,,core-k4334jksa,t,COMPOSITE,"",java.net.URL,http://langrid.nict.go.jp/langrid-1.2/invoker/BackTranslationJava,t,,1372061,4248,1,"",f,clg.nict,,t,t,"This service consists of two translation services. These two translation services are connected sequentially. Second translation service translates the translated sentence into the input language. You can set the language codes of the input text, the intermediate result as parameters",BackTranslation Service,nict.nlp,BackTranslation,java.net.URI,http://langrid.nict.go.jp/langrid/services/BackTranslation,180000,f,f,,,1372062,,,,,,
ExternalService,jakarta.langrid,IndonesianPOSTagger,2012-03-16 11:57:52.412,2012-03-16 11:57:52.662,t,,,t,ATOMIC,Fasilkom UI,,,t,,46525,1686,0,Free,f,langrid,IndonesianMorphologicalAnalyzer,,,IndonesianPOSTagger using standford pos tagger,IndonesianPOSTagger,nict.nlp,MorphologicalAnalysis,,,0,f,t,,,46526,,,,,f,f
ExternalService,kyoto1.langrid,AsyncTranslation,2012-03-29 21:51:10.17,2012-03-29 22:08:14.199,t,,,t,COMPOSITE,,,,t,,46578,1425,3,,f,pangaea,,,,"Asynchronous Translation Service executes long-running translation independent of its main process so that users do not have to wait a long time for the response. Uses can get a part of translation result using the token issued by this service. This service is provided ""AS IS"", without warranty of any kind.",Asynchronous Translation Service (Beta),,,,,0,f,t,,,46579,,,,,f,f
ExternalService,kyoto1.langrid,Translution,2009-06-25 16:45:41.802,2013-04-22 16:28:24.321,t,,,t,ATOMIC,Translution,java.net.URL,http://langrid.nict.go.jp/langrid-1.2/invoker/Translution,f,Please contact Language Grid Operation Center for detailed information.,69358,1739,0,http://www.translution.com/about/licensing.aspx,t,ishida.kyoto-u,translution,f,f,"This service provides multilingual translation service.
This is realized by wrapping the Translution translator as a Web service. 
To use this service, learn the following Terms and Conditions.
http://www.translution.com/about/licensing.aspx",Translution,nict.nlp,Translation,java.net.URI,http://langrid.nict.go.jp/langrid-service_1_2/services/Translution,180000,f,t,,,69359,,,71.1961318441867,22026,,f
ExternalService,xju.grid,UyghurChineseTurkishDictionary,2014-06-18 23:22:14.39,2014-06-19 02:49:22.453,t,,,t,ATOMIC,All Rights Reserved,,,t,,146173,2484,0,Academic License,f,gridadmin,ugcntrDict,,,Uyghur-Turkish-Chinese Dictionary with 4k words.,Uyghur-Turkish-Chinese Dictionary,nict.nlp,BilingualDictionary,,,0,f,t,,,146174,,,,,,f
ExternalService,kyoto0.langrid,standford_pos_tagger,2013-10-10 12:27:59.758,2013-10-12 18:11:01.24,t,,,t,ATOMIC,Standford NLP,,,t,,147934,1680,0,GNU General Public License (http://www.gnu.org/licenses/gpl-2.0.html),f,langrid,standfordpostagger,,,Standford Morphological analysis service support for english and chinese,Standford Pos Tagger,nict.nlp,MorphologicalAnalysis,,,0,f,t,,,147935,,,,,,f
ExternalService,kyoto1.langrid,AsyncTranslationCombinedWithTemporalDictionary,2012-03-29 22:09:50.618,2012-03-29 22:09:50.832,t,,,t,COMPOSITE,,,,t,,46586,1592,3,,f,pangaea,,,,"Asynchronous Translation Service executes long-running translation independent of its main process so that users do not have to wait a long time for the response. Uses can get a part of translation result using the token issued by this service. This service is provided ""AS IS"", without warranty of any kind.",Asynchronous Translation Service Combined With Temporal Dictionary (Beta),,,,,0,f,t,,,46587,,,,,f,f
ExternalService,kyoto1.langrid,WordTranslationWithTemporalDictionary,2012-03-29 22:25:01.579,2012-03-29 22:25:01.623,t,,,t,COMPOSITE,,,,t,,46614,1859,3,,f,ishida.kyoto-u,,,,This service invokes a translation service to translate a word file and returns the translated word file.,Word Translation Combined with Temporal Dictionary,,,,,0,f,t,,,46615,,,,,f,f
ExternalService,kyoto1.langrid,EnUgElectronicsDictionary,2012-03-29 22:44:21.944,2012-03-29 22:44:21.973,t,,,t,ATOMIC,Language Grid Kyoto Operation Center,,,f,En Ug Electronics Dictionary,46626,2597,0,En Ug Electronics Dictionary,t,langrid,EnUgElectronicsDictionary,,,En Ug Electronics Dictionary,En Ug Electronics Dictionary,nict.nlp,BilingualDictionaryWithLongestMatchSearch,,,0,f,t,,,46627,,,,,f,f
ExternalService,kyoto1.langrid,EnUgGeographyDictionary,2012-03-29 22:44:50.584,2012-03-29 22:44:50.64,t,,,t,ATOMIC,Language Grid Kyoto Operation Center,,,f,En Ug Geography Dictionary,46630,2593,0,En Ug Geography Dictionary,t,langrid,EnUgGeographyDictionary,,,En Ug Geography Dictionary,En Ug Geography Dictionary,nict.nlp,BilingualDictionaryWithLongestMatchSearch,,,0,f,t,,,46631,,,,,f,f
ExternalService,kyoto1.langrid,ZhUgAgricultureDictionary,2012-03-29 22:46:01.036,2012-03-29 22:46:01.066,t,,,t,ATOMIC,Language Grid Kyoto Operation Center,,,f,Zh Ug Agriculture Dictionary,46639,2594,0,Zh Ug Agriculture Dictionary,t,langrid,ZhUgAgricultureDictionary,,,Zh Ug Agriculture Dictionary,Zh Ug Agriculture Dictionary,nict.nlp,BilingualDictionaryWithLongestMatchSearch,,,0,f,t,,,46640,,,,,f,f
ExternalService,kyoto1.langrid,ZhUgComputerDictionary,2012-03-29 22:46:37.575,2012-03-29 22:46:37.633,t,,,t,ATOMIC,Language Grid Kyoto Operation Center,,,f,Zh Ug Computer Dictionary,46643,2582,0,Zh Ug Computer Dictionary,t,langrid,ZhUgComputerDictionary,,,Zh Ug Computer Dictionary,Zh Ug Computer Dictionary,nict.nlp,BilingualDictionaryWithLongestMatchSearch,,,0,f,t,,,46644,,,,,f,f
ExternalService,kyoto1.langrid,ZhUgJudicialExamParallelText,2012-03-29 22:48:33.405,2012-03-29 22:48:33.419,t,,,t,ATOMIC,Language Grid Kyoto Operation Center,,,f,Zh Ug Judicial Exam Parallel Text,46655,1972,0,Zh Ug Judicial Exam Parallel Text,t,langrid,ZhUgJudicialExamParallelText,,,Zh Ug Judicial Exam Parallel Text,Zh Ug Judicial Exam Parallel Text,nict.nlp,ParallelText,,,0,f,t,,,46656,,,,,f,f
BPELService,kyoto1.langrid,BackTranslation,2009-06-05 18:26:28.485,2010-12-03 17:32:47.642,t,BackTranslationJava,,t,COMPOSITE,"",java.net.URL,http://langrid.nict.go.jp/langrid-1.2/invoker/BackTranslation,t,,1372061,4248,1,"",f,clg.nict,,t,t,"This service consists of two translation services. These two translation services are connected sequentially. Second translation service translates the translated sentence into the input language. You can set the language codes of the input text, the intermediate result as parameters",BackTranslation Service,nict.nlp,BackTranslation,java.net.URI,http://langrid.nict.go.jp/langrid/services/BackTranslation,180000,t,t,,,1372062,t,BackTranslation,7931.16636528015,3318,,
ExternalService,kyoto1.langrid,WordTranslation,2012-03-29 22:23:39.148,2012-03-29 22:23:39.202,t,,,t,COMPOSITE,,,,t,,46608,1701,3,,f,ishida.kyoto-u,,,,"This service invokes a translation service to translate a word file and
returns the translated word file.",Word Translation,,,,,0,f,t,,,46609,,,,,f,f
ExternalService,kyoto1.langrid,BilingualDictionaryCrossSearchJava,2008-12-12 21:32:22.862,2010-12-03 17:33:36.317,t,,core-k4334jksa,t,COMPOSITE,"",java.net.URL,http://langrid.nict.go.jp/langrid-1.2/invoker/BilingualDictionaryCrossSearch,t,,129410,5591,0,"",f,clg.nict,,t,t,"This service consists of five bilingual dictionary services. Five bilingual dictionary services are invoked concurrently, and you can set the language codes of a head word and target words.",Bilingual Dictionary Cross Search Service,nict.nlp,BilingualDictionary,java.net.URI,http://localhost:8080/wrapper-mock-1.2.N/services/BilingualDictionaryCrossSearch,0,f,f,,,,,,,,,
ExternalService,kyoto1.langrid,BestTranslationSelectionUsingQualityEstimationWithAllResults,2012-03-29 22:14:15.895,2012-03-29 22:14:15.995,t,,,t,COMPOSITE,,,,t,,46594,1594,3,,f,clg.nict,,,,"This service invokes translation services in parallel and estimates
translation quality of the results using a quality estimation
service.
The result of this service contains all the translation results and
the index of the result which is estimated as the best.",Best Translation Selection Using Quality Estimation With All Results,nict.nlp,TranslationSelection,,,0,f,t,,,46595,,,,,f,f
ExternalService,kyoto1.langrid,QualityEstimationBasedOnBackTranslation,2012-03-29 22:16:15.02,2012-03-29 22:16:15.098,t,,,t,COMPOSITE,,,,t,,46602,1433,3,,f,clg.nict,,,,"This service estimates translation quality based on similarity between
an input sentence and the back-translation result. Translation quality
is estimated as high when the similarity is high.",Quality Estimation Based on BackTranslation,nict.nlp,QualityEstimation,,,0,f,t,,,46603,,,,,f,f
